start,stop,speaker
0.5,18.5,I
5.5,8.4,S
17.7,18.1,S
19.3,21.8,S
19.4,28.8,I
28.2,28.5,S
36.3,38.5,S
37.8,41.8,I
39.7,40.2,S
42.9,43.8,I
45.5,47.5,I
51.5,52.5,I
52.5,74.6,S
77.1,77.7,S
80.3,98.2,S
95.3,95.5,I
103.2,103.9,S
106.1,113.1,S
114.9,123.9,S
127.2,134.5,S
138.3,139.5,S
141.7,147.2,S
149.4,150.2,S
153.5,156.9,S
162.0,169.1,S
172.4,173.0,S
174.5,175.1,S
178.4,179.3,I
183.5,192.3,S
195.3,196.0,S
198.8,201.0,S
