start,stop,speaker
0.5,16.8,I
1.2,1.5,S
4.2,4.5,S
12.4,12.6,S
17.4,17.8,S
17.8,22.2,I
34.5,38.1,S
36.5,41.0,I
41.0,41.0,S
44.7,49.6,S
51.1,53.9,S
55.2,58.2,S
59.9,62.5,S
63.8,65.6,S
70.5,72.9,S
74.4,75.4,S
77.4,82.5,S
83.9,90.0,S
91.5,92.5,S
94.4,96.6,S
100.7,103.7,S
105.5,107.9,S
109.1,110.7,S
112.8,119.9,S
121.7,126.2,S
133.0,137.3,S
138.4,139.4,S
140.9,141.6,S
145.2,148.0,S
149.8,151.6,S
153.4,154.7,S
155.7,158.0,S
159.9,166.3,S
180.6,185.9,S
187.6,190.1,S
191.5,200.6,S
210.7,212.1,S
213.2,222.6,S
226.0,228.5,S
229.9,236.1,S
237.8,240.2,S
246.3,251.1,S
252.7,256.3,S
257.3,269.5,I
269.5,269.5,S
272.2,273.1,S
274.8,275.9,S
277.0,283.4,S
285.9,289.7,S
288.9,289.0,I
291.2,296.5,S
297.5,300.2,S
301.3,302.6,S
305.8,308.1,S
310.4,313.8,S
315.2,329.5,S
331.4,342.4,S
345.1,349.5,S
350.6,352.0,I
