start,stop,speaker
0.5,6.5,I
8.2,9.2,S
10.9,14.4,S
16.2,22.4,S
23.9,44.0,S
45.1,60.0,S
60.0,60.0,I
61.0,61.5,S
61.5,68.1,I
69.8,98.8,S
99.7,105.5,I
105.9,106.1,S
106.7,107.8,I
109.4,119.1,S
120.8,127.9,S
128.9,136.8,I
136.0,156.1,S
157.0,160.6,I
161.9,162.3,I
161.9,164.2,S
165.5,181.0,S
181.4,185.2,I
186.4,187.1,S
188.3,191.5,S
192.7,194.9,S
196.0,204.7,S
205.2,205.8,I
205.5,207.3,S
208.4,211.5,S
213.9,216.2,S
216.7,217.1,I
217.4,220.5,S
220.5,228.3,I
229.4,235.9,S
237.6,238.3,S
240.7,247.6,S
248.5,251.7,I
253.6,262.4,S
263.5,267.0,S
