start,stop,speaker
0.5,18.4,I
24.5,26.1,S
27.5,30.5,S
32.7,35.6,S
37.2,39.1,S
41.1,49.3,S
50.5,56.2,S
56.2,59.1,I
59.3,60.7,S
61.8,69.0,S
70.2,71.3,S
72.7,94.3,S
96.2,99.5,S
101.3,106.3,S
