start,stop,speaker
0.6,10.6,I
11.9,14.3,S
15.3,16.8,I
17.6,19.0,S
19.4,20.7,I
21.0,21.4,S
22.0,25.0,I
25.0,29.3,S
30.4,32.1,I
31.3,31.3,S
32.5,33.2,S
36.2,39.1,I
40.5,45.7,S
47.3,49.4,S
51.6,54.0,I
54.0,54.2,S
57.0,65.5,I
65.2,65.2,S
67.5,78.5,S
81.9,83.5,I
85.3,86.8,S
87.9,88.9,I
88.9,93.6,S
96.6,98.4,S
100.1,105.2,S
104.7,105.9,I
107.0,111.1,S
112.5,113.6,S
114.8,117.8,I
118.9,125.4,I
126.8,127.2,I
127.0,131.7,S
131.5,135.7,I
136.0,138.7,S
137.0,137.6,I
139.1,143.2,I
140.0,140.7,S
143.8,151.0,I
152.3,160.0,I
160.0,163.6,S
163.1,163.5,I
165.2,171.8,I
171.8,173.3,S
174.3,175.1,I
174.5,175.1,S
177.0,179.1,I
181.0,182.8,I
183.5,183.5,S
183.5,183.7,I
185.0,187.3,I
188.6,188.9,S
190.4,192.5,S
195.7,197.1,S
199.3,202.5,S
205.6,209.1,I
210.2,210.5,I
210.5,211.3,S
212.9,213.7,S
215.2,217.7,I
220.3,221.5,S
223.5,226.8,S
228.6,236.2,S
238.9,241.0,I
241.9,245.3,S
241.9,242.0,I
252.4,255.3,S
256.7,258.0,S
257.9,258.0,I
259.7,262.9,I
264.3,267.2,S
269.1,271.3,I
272.0,273.7,S
274.9,278.5,I
278.5,279.4,S
282.1,288.5,S
289.9,290.0,S
292.8,294.9,I
296.8,297.8,S
299.6,302.4,S
