start,stop,speaker
0.5,0.8,I
1.1,1.7,S
1.8,8.9,I
9.9,11.7,S
11.9,16.9,I
17.6,18.9,S
19.3,24.1,I
24.0,24.6,S
25.0,29.8,I
30.0,31.1,S
31.1,35.5,I
36.6,38.2,I
40.8,44.5,S
44.9,47.5,I
50.9,56.4,S
54.4,54.7,I
58.1,59.1,I
63.4,64.6,I
69.2,72.8,S
75.2,77.3,S
78.1,86.9,I
87.9,90.7,I
91.7,95.8,I
96.2,96.6,S
96.9,109.2,I
109.3,109.7,S
111.1,111.4,S
111.6,120.0,I
122.3,125.3,I
125.6,125.9,S
129.4,134.6,I
135.0,136.2,S
136.6,136.8,I
139.6,145.1,I
146.5,148.0,I
149.1,153.1,S
154.4,157.9,S
159.4,166.5,S
169.2,172.4,I
174.0,175.7,I
176.8,178.5,S
178.9,179.1,I
181.8,183.9,I
186.0,189.6,S
190.9,194.0,S
196.7,198.1,S
201.8,202.7,S
203.9,209.3,I
209.7,210.4,S
212.5,213.7,S
216.5,220.9,S
221.3,221.6,I
223.9,225.5,I
227.4,241.1,S
241.2,241.7,I
243.1,246.0,I
