start,stop,speaker
1.1,5.0,I
9.8,13.0,I
14.6,33.9,S
34.7,35.1,I
35.0,49.1,S
50.0,50.5,I
52.5,61.7,I
63.0,65.4,I
63.8,64.6,S
66.9,81.0,S
75.7,76.0,I
81.6,92.5,S
87.3,87.8,I
93.1,98.9,S
102.0,102.1,I
102.2,109.5,S
113.0,118.2,S
119.7,123.5,S
123.9,124.1,I
124.1,125.7,S
125.7,130.3,I
131.7,135.0,I
135.0,144.4,S
139.7,140.4,I
145.0,151.9,S
148.7,148.7,I
150.3,151.2,I
152.7,156.5,S
156.5,157.3,I
158.6,159.5,S
159.5,160.1,I
160.5,175.3,S
161.7,162.0,I
164.3,165.8,I
169.0,169.6,I
176.2,189.9,S
184.8,185.1,I
186.2,187.8,I
190.9,190.9,S
190.9,197.7,I
197.6,212.7,S
211.5,211.7,I
213.2,213.5,I
213.9,215.6,S
215.9,220.0,I
220.9,241.7,S
227.6,229.5,I
242.4,267.0,S
265.9,267.3,I
268.4,274.0,I
274.3,292.9,S
288.4,288.6,I
293.6,298.4,S
298.3,300.3,I
299.3,308.0,S
303.6,303.9,I
308.7,317.5,S
318.6,323.1,I
323.1,323.1,S
324.2,325.2,S
326.5,347.0,S
329.7,333.4,I
340.4,340.6,I
348.4,349.8,I
350.1,370.2,S
370.4,370.8,I
371.6,373.5,S
373.1,374.7,I
379.0,379.8,I
381.0,390.8,S
388.0,388.1,I
390.3,390.6,I
391.6,409.0,S
399.9,400.1,I
403.7,404.2,I
407.9,408.0,I
409.0,409.7,I
411.2,416.0,I
416.4,427.5,S
427.5,431.7,I
430.9,458.1,S
458.7,459.4,I
459.3,460.0,S
462.0,464.3,I
465.2,490.8,S
490.6,491.8,I
491.4,491.4,S
495.2,496.5,I
500.5,512.8,S
514.0,524.5,S
524.5,524.6,I
527.3,529.0,I
