start,stop,speaker
0.7,25.8,I
12.8,13.0,S
19.3,19.7,S
26.6,27.4,I
26.7,30.0,S
30.4,36.2,I
33.4,34.1,S
35.7,38.4,S
37.4,38.3,I
39.4,51.5,I
42.3,42.8,S
51.5,54.6,S
54.6,54.6,I
57.3,65.9,I
67.8,76.0,I
75.8,80.9,S
78.4,79.4,I
80.9,88.6,I
84.2,86.0,S
88.6,92.0,S
89.3,96.4,I
93.9,94.8,S
96.6,105.0,S
98.7,98.9,I
100.1,100.8,I
105.0,108.2,I
109.2,110.2,S
111.3,113.2,S
113.5,113.7,I
114.5,121.3,S
124.1,130.0,S
132.4,132.9,S
135.0,146.6,S
148.8,149.3,S
149.0,149.2,I
150.2,152.4,S
153.5,160.3,S
162.5,168.7,S
172.8,178.5,S
181.4,184.1,S
186.4,193.6,S
195.9,197.2,S
199.1,200.7,S
202.3,205.3,S
208.3,208.9,S
210.9,214.7,S
216.0,218.6,S
221.9,223.6,S
225.3,229.7,S
231.4,236.2,S
238.3,241.1,S
242.4,242.9,S
244.3,246.5,S
248.1,250.8,S
