start,stop,speaker
0.5,6.4,I
8.9,9.9,I
9.0,17.6,S
19.6,23.9,S
21.6,21.8,I
24.9,31.5,S
32.5,40.5,S
36.6,37.1,I
41.3,68.2,S
67.0,67.1,I
68.2,73.2,I
77.5,82.2,S
83.4,85.0,S
86.0,107.6,S
108.9,118.0,S
119.3,122.2,S
122.2,122.4,I
123.8,124.6,I
124.6,124.6,S
125.5,125.5,I
125.5,128.6,S
129.7,136.8,S
139.0,139.6,S
142.5,143.6,S
144.9,149.0,S
150.8,152.6,S
152.1,152.9,I
153.8,153.9,S
153.9,157.1,I
155.7,164.4,S
165.8,170.8,S
167.9,168.0,I
172.3,176.0,S
177.1,181.2,S
182.6,187.9,S
190.7,192.3,S
193.4,200.6,S
202.2,202.9,S
202.9,206.8,I
209.6,224.9,S
228.2,230.1,S
231.8,246.1,S
247.3,249.0,S
250.4,261.5,S
263.3,266.0,S
267.9,268.9,S
270.6,272.7,S
273.8,281.7,S
282.0,282.2,I
282.7,282.9,S
284.1,288.3,I
288.3,288.3,S
290.3,291.9,S
293.3,294.1,S
295.2,295.7,S
295.8,296.1,I
296.5,301.5,S
304.2,307.8,S
305.6,308.4,I
308.9,310.9,S
312.0,312.8,S
313.9,314.8,S
317.3,318.6,S
320.8,322.5,S
325.7,327.3,S
328.3,331.7,S
332.9,335.5,S
337.1,340.6,S
343.3,352.4,S
349.2,349.8,I
353.2,355.9,S
356.4,356.6,I
356.8,357.6,S
358.7,365.1,S
367.9,371.2,S
372.7,374.2,S
376.8,377.5,S
379.8,384.9,S
386.2,386.6,S
389.3,396.1,S
398.8,399.7,S
401.9,409.4,S
413.1,423.9,S
425.0,427.8,S
428.5,428.7,I
429.1,435.7,S
433.3,433.5,I
436.8,443.7,S
445.1,454.7,S
456.9,475.5,S
477.0,481.6,S
483.6,489.7,S
489.6,489.9,I
491.3,492.3,S
493.4,500.8,S
499.5,499.8,I
502.1,505.0,S
506.0,520.4,S
521.6,524.1,S
525.7,540.1,S
541.2,544.0,S
545.2,545.7,I
545.9,558.1,S
548.9,550.3,I
558.3,558.6,I
559.1,564.9,S
566.6,579.3,S
580.8,587.1,S
589.8,590.8,S
593.9,593.9,I
593.9,597.9,S
597.9,599.0,I
