start,stop,speaker
0.5,5.5,I
7.5,8.2,I
11.1,29.0,S
31.5,54.0,S
55.0,85.5,S
93.5,96.5,S
96.5,107.5,I
107.5,137.0,S
144.1,145.9,S
147.0,181.5,S
166.5,166.6,I
187.5,196.5,S
191.6,191.9,I
196.5,201.0,I
201.0,205.0,S
201.9,202.3,I
205.7,231.2,S
210.5,210.8,I
241.5,243.0,I
243.0,275.5,S
259.5,259.8,I
276.8,299.0,S
289.6,290.1,I
296.5,297.5,I
299.9,300.1,S
302.8,303.5,I
308.3,311.0,I
314.9,323.6,S
325.1,327.7,S
330.2,333.4,S
334.6,362.9,S
359.2,359.5,I
363.5,369.6,S
371.4,373.4,S
373.5,374.0,I
374.0,375.9,S
377.0,384.5,S
388.5,389.8,I
390.4,397.0,S
403.5,421.5,S
424.0,428.0,S
424.3,424.5,I
431.5,433.5,S
433.6,438.4,I
438.2,442.0,S
449.5,451.5,I
457.5,460.0,S
465.5,480.5,S
477.6,478.1,I
486.0,488.0,I
489.1,492.0,I
490.2,490.5,S
495.5,495.6,S
497.4,538.2,S
526.5,526.5,I
532.1,532.1,I
538.9,539.0,S
541.6,544.0,S
552.4,555.5,S
552.8,553.2,I
558.4,560.0,S
564.9,567.4,S
569.4,569.4,I
571.2,588.0,S
576.5,578.0,I
591.0,595.3,S
600.7,611.0,S
619.9,620.5,S
622.0,622.0,I
626.0,626.0,S
627.7,627.8,S
627.8,628.9,I
628.9,686.8,S
670.3,671.0,I
676.3,677.2,I
682.4,683.0,I
685.0,685.1,I
687.3,687.9,S
690.0,693.7,S
694.4,696.6,I
696.9,706.3,S
704.0,704.4,I
711.8,714.7,S
715.9,748.0,S
746.1,746.5,I
755.5,770.9,S
770.9,773.5,I
773.5,786.0,S
781.5,782.8,I
786.9,794.5,S
798.4,834.9,S
835.2,836.2,I
835.8,838.3,S
837.9,838.0,I
839.5,842.3,S
849.5,855.4,I
