start,stop,speaker
1.5,18.5,I
21.4,25.0,S
28.1,29.5,S
29.5,35.3,I
34.3,34.9,S
38.3,41.9,S
43.6,47.4,S
49.6,51.6,S
52.7,54.9,S
56.1,60.7,S
62.1,63.0,S
67.2,68.8,S
70.5,75.3,S
77.3,80.1,S
81.3,82.1,S
84.0,85.2,S
87.1,88.5,S
91.9,95.3,S
96.9,103.9,S
106.2,109.9,S
109.9,117.0,I
117.8,119.2,S
120.4,123.7,S
128.1,130.9,S
132.0,144.5,S
146.8,149.7,S
151.0,156.6,S
157.9,159.2,S
160.7,169.9,S
171.8,172.9,S
176.9,178.3,S
179.6,181.1,S
182.3,184.2,S
185.3,186.5,S
188.4,189.4,S
190.9,191.6,S
193.3,198.6,S
198.5,199.6,I
200.6,202.5,S
203.7,203.9,S
205.6,206.9,S
208.0,215.6,S
216.7,227.8,S
229.8,237.9,S
232.8,233.9,I
238.8,244.6,S
246.3,247.1,S
248.8,251.8,S
253.0,259.4,S
262.2,271.8,S
275.1,280.7,S
282.3,283.2,S
284.2,285.3,S
286.5,291.8,S
293.3,295.7,S
296.9,303.3,S
305.5,309.2,S
312.5,313.5,S
314.5,318.9,S
320.4,323.0,S
324.1,325.5,S
326.6,328.8,S
330.8,337.8,S
338.9,341.8,S
343.1,344.2,S
345.3,349.0,S
350.0,362.7,S
363.3,366.7,I
365.1,365.2,S
366.7,366.7,S
368.3,369.6,S
370.9,376.4,S
378.2,381.2,S
381.1,387.0,I
