start,stop,speaker
0.5,8.5,I
10.0,21.9,S
23.1,40.8,S
42.4,42.5,S
42.5,49.8,I
58.9,68.3,I
71.7,72.6,S
74.6,83.1,S
84.1,85.4,S
90.3,96.1,I
99.4,107.0,S
108.9,120.6,S
121.6,127.5,S
129.7,138.5,I
139.8,139.8,I
139.8,141.2,S
142.3,155.4,S
156.6,157.7,S
159.2,187.0,S
184.2,188.2,I
188.3,234.0,S
233.7,234.8,I
236.4,240.2,I
241.9,242.0,I
242.0,242.4,S
244.2,246.7,S
248.0,262.1,S
263.3,279.8,S
281.2,291.0,S
291.5,298.8,I
301.9,309.5,S
312.7,314.7,I
316.3,325.5,S
316.3,316.4,I
326.1,335.6,S
336.6,339.8,S
340.8,342.6,S
344.5,347.2,I
348.9,352.6,S
354.9,357.2,S
359.5,360.0,S
