start,stop,speaker
0.5,12.8,I
8.6,9.8,S
14.5,16.5,I
18.5,23.5,I
24.8,25.6,S
27.4,29.6,S
33.7,34.9,S
44.2,48.2,S
50.2,51.0,S
53.1,65.1,S
66.8,67.2,I
68.0,68.8,S
70.2,74.4,S
76.0,76.5,I
77.5,78.2,S
79.5,85.7,S
87.7,91.5,I
92.8,93.4,S
94.8,99.2,S
100.8,101.1,I
101.2,105.1,S
105.1,105.8,I
106.9,110.7,I
112.1,118.8,S
119.5,119.7,I
120.6,138.0,S
139.3,143.7,S
144.7,147.7,S
148.9,154.3,S
154.3,154.7,I
155.8,162.5,S
163.6,165.8,S
167.4,170.3,S
171.6,175.1,I
176.3,181.9,S
183.5,189.2,S
191.6,195.6,S
196.9,199.6,S
197.2,198.4,I
201.2,203.2,I
204.2,208.9,I
209.7,217.1,S
215.7,216.2,I
217.8,223.5,S
223.9,224.2,I
224.9,233.7,S
233.7,236.7,I
236.7,245.9,S
245.9,246.4,I
247.1,252.4,S
252.9,253.2,I
253.7,259.6,S
259.6,260.2,I
261.3,280.5,S
277.6,278.1,I
280.7,281.1,I
281.2,282.9,S
283.4,283.8,I
284.2,284.9,S
284.5,285.0,I
285.5,291.0,S
291.2,292.5,I
291.9,298.8,S
300.0,307.7,S
309.2,312.5,S
313.9,318.0,S
317.7,317.9,I
319.0,336.0,S
328.1,328.6,I
336.1,336.4,I
336.8,345.5,S
345.1,346.0,I
346.7,352.3,S
353.6,353.9,I
354.4,361.7,S
362.0,362.7,I
362.3,365.0,S
365.1,365.5,I
366.0,369.1,S
370.1,384.3,S
384.7,384.8,I
385.2,389.1,S
389.4,389.8,I
389.8,392.4,S
391.1,391.2,I
393.2,397.0,S
398.1,402.9,S
402.5,409.0,I
410.6,414.5,S
415.7,417.3,S
418.3,421.5,I
423.6,429.7,S
432.0,434.3,S
435.0,436.3,I
435.3,443.8,S
442.3,442.7,I
444.7,445.4,S
446.5,453.1,S
455.4,455.8,I
455.9,456.7,S
457.8,460.8,S
462.7,466.9,I
468.9,471.6,S
472.9,475.0,S
476.0,479.9,S
480.4,480.7,I
481.8,484.4,S
485.5,490.9,S
491.9,503.0,S
