start,stop,speaker
0.5,1,S
0.5,4,I
4.6,5.5,S
5.4,6.6,I
6.5,12.2,S
12.6,13.5,I
13.7,16.4,S
16.9,17,I
17.5,21.7,S
22.1,22.4,I
23.1,25.1,S
25.4,31.8,I
33,33.9,S
34.3,35.5,I
35.5,43.8,S
45,48.2,S
48.8,50.7,I
49.8,50,S
52.1,54.1,I
55.5,58.3,S
56.4,60.2,I
60.2,62.6,S
63,63.3,I
63.5,65.7,S
66,66.7,I
66.7,68.9,S
68.3,70.2,I
70.4,70.7,S
70.9,71.9,I
72.3,73.8,S
73.8,75.1,I
74.6,75,S
75.8,77.2,I
78.7,85.3,I
86,89.8,S
90,90.3,I
90.7,105.8,S
108.3,111.9,I
111.9,115.9,S
115,122.6,I
122,125.1,S
126.4,128.1,S
129.3,136.6,S
135.1,135.3,I
137.4,138.8,S
140.4,143.3,S
144.4,147.6,S
146.9,152,I
151.3,166.1,S
166.7,167,I
167,170.9,S
170.9,171.6,I
172.2,173.1,S
174.3,180.2,S
179.1,179.2,I
183,190.5,I
190.5,204.4,S
204,209,I
207.7,221.9,S
222,222.4,I
223,235.4,S
233.5,233.5,I
236.1,239.5,S
238.3,238.3,I
240.4,240.5,I
240.9,245.4,S
245.7,246.2,I
247.2,249.2,S
252.1,255.3,I
254.9,266.8,S
258.6,261.5,I
267.2,268.7,I
269.1,282.9,S
283.1,283.2,I
283.6,295.3,S
289.2,289.6,I
296.5,297.5,S
297.8,301.3,I
300.3,301.2,S
301.9,302.7,I
302,311.1,S
305.4,305.4,I
311.8,312.2,I
312.2,319.1,S
317.4,317.5,I
318.5,320,I
320.4,323.4,S
320.9,320.9,I
323.2,327.8,I
324.8,324.8,S
328,329.9,S
328.4,328.8,I
331,333.1,S
334.1,340,I
340.4,342.2,S
341.4,341.5,I
343.1,345,S
346.2,358.7,S
352.4,353.8,I
357.8,358,I
359.4,360.9,S
362.4,363.6,I
364.7,369.7,I
366.9,370.3,S
370.3,370.6,I
372.2,384.8,I
385.4,417.7,S
419.5,422,I
