start,stop,speaker
0.5,5.9,I
7.5,11.0,S
11.0,11.3,I
11.9,16.4,S
16.4,16.7,I
17.7,17.7,S
17.7,19.5,I
21.8,26.6,S
29.0,34.3,S
35.3,50.6,S
51.3,51.8,I
51.8,55.0,S
55.6,56.6,I
56.6,64.2,S
65.5,91.0,S
92.9,98.8,I
101.0,102.8,S
105.9,106.1,I
106.5,107.9,S
109.3,110.4,S
110.4,110.5,I
111.7,113.8,I
113.1,121.1,S
121.4,121.8,I
124.7,125.3,I
126.9,129.3,I
130.6,143.1,S
146.4,152.6,I
154.8,162.0,I
163.2,165.7,S
167.8,168.7,S
175.4,179.0,I
179.0,183.3,S
182.7,183.7,I
187.3,191.9,S
193.8,203.0,S
204.0,213.1,S
216.6,217.6,I
217.6,217.6,S
218.7,222.2,S
223.1,224.3,I
225.7,226.7,I
226.0,230.7,S
230.6,230.7,I
232.6,238.8,I
240.4,241.4,S
242.0,242.3,I
244.2,245.7,I
246.2,249.9,S
252.8,255.5,S
259.4,264.5,S
265.2,265.6,I
265.8,268.2,S
268.5,268.9,I
270.0,279.8,S
281.2,282.4,S
282.0,283.4,I
285.0,287.6,I
289.2,294.3,S
295.7,300.3,S
301.7,307.3,S
310.7,311.5,S
310.9,312.2,I
313.3,315.0,I
316.6,318.6,I
320.2,323.0,S
322.9,324.2,I
324.6,325.5,S
327.3,327.9,S
327.4,327.9,I
329.5,332.4,I
332.7,337.3,S
338.4,348.9,S
350.0,353.5,I
357.7,360.6,S
360.7,361.0,I
363.8,365.6,S
368.4,372.3,S
373.9,373.9,S
373.9,374.1,I
379.6,379.9,I
