start,stop,speaker
0.5,14.6,I
16.6,17.8,S
19.2,22.0,S
23.5,30.9,S
33.6,41.6,S
35.7,36.8,I
38.6,40.6,I
42.5,44.5,S
48.4,55.2,I
69.2,72.4,I
72.0,76.1,S
81.8,83.0,I
84.9,86.6,S
88.2,89.4,S
89.4,94.0,I
94.0,94.0,S
95.1,97.3,S
98.4,99.7,I
99.7,100.4,S
103.0,105.7,S
105.7,107.6,I
109.1,112.5,I
109.1,109.3,S
117.7,122.5,I
121.6,125.3,S
127.6,130.4,I
134.0,138.0,S
142.9,144.5,S
152.0,154.3,S
158.0,159.5,I
160.9,166.0,I
170.0,184.1,S
172.5,173.3,I
187.2,191.5,S
190.4,190.5,I
192.1,193.0,S
193.9,198.0,I
197.3,204.6,S
201.6,205.6,I
206.8,221.3,S
220.1,220.7,I
222.3,229.4,S
223.7,225.2,I
229.4,233.7,I
233.6,235.3,S
236.6,246.0,I
255.5,258.9,I
258.9,262.3,S
260.8,260.9,I
265.6,268.1,S
269.5,270.5,I
272.9,273.3,I
274.8,277.2,I
277.2,279.5,S
284.5,289.5,I
289.5,293.2,S
292.7,300.1,I
304.5,308.4,S
308.0,313.8,I
313.8,314.0,S
318.2,319.0,I
323.5,329.3,I
330.5,330.9,I
330.5,331.4,S
334.2,347.6,S
353.0,356.3,I
357.2,359.5,S
359.0,360.1,I
362.0,369.1,I
370.2,372.2,I
372.6,375.8,S
377.1,380.3,S
382.6,385.5,S
390.5,391.4,S
392.8,396.3,S
400.4,402.5,S
408.0,414.5,S
416.1,428.4,I
428.0,429.8,S
432.4,434.9,S
441.7,443.8,S
446.8,454.9,I
456.3,456.7,I
