start,stop,speaker
0.5,9.7,I
11.2,12.5,S
17.7,21.6,S
22.8,24.3,S
25.4,30.9,S
32.0,32.8,S
33.9,41.0,S
42.9,51.1,S
52.9,56.9,S
58.7,59.7,S
61.4,64.1,S
65.3,71.6,S
73.4,79.6,S
81.4,91.8,S
92.9,100.8,S
101.9,105.2,S
106.7,108.2,I
109.0,111.5,S
112.0,116.4,I
117.8,118.2,I
121.6,124.2,I
125.6,125.7,I
125.7,126.3,S
128.2,129.9,S
131.8,135.9,S
138.9,142.1,I
143.8,145.8,S
147.9,153.8,S
154.9,157.8,S
155.3,155.5,I
159.4,174.9,S
176.8,182.0,I
182.7,185.0,S
187.2,188.1,S
189.8,193.1,S
194.4,195.1,S
196.9,200.0,S
201.3,211.2,S
212.9,214.3,S
215.4,217.5,S
219.1,222.2,S
223.4,225.9,S
227.9,228.9,I
229.2,229.6,S
230.9,239.5,S
240.9,245.4,S
246.9,247.9,S
249.1,251.0,S
252.4,264.9,S
267.1,270.4,S
271.7,275.7,S
276.8,279.3,S
281.0,282.1,S
283.3,286.1,S
287.5,289.4,S
291.1,294.0,I
296.3,315.6,S
318.8,322.7,I
323.9,323.9,I
323.9,325.7,S
326.9,331.6,S
334.5,336.9,I
339.3,339.8,S
342.2,343.8,S
345.8,346.0,S
347.3,353.9,S
355.9,358.9,S
362.2,363.0,I
