start,stop,speaker
0.5,7.0,I
3.0,3.1,S
7.0,16.7,S
18.0,40.2,S
41.2,54.0,S
55.1,59.5,S
55.5,58.7,I
60.1,65.9,S
67.3,74.9,S
76.8,89.0,S
84.8,85.4,I
89.0,96.0,I
96.0,96.4,S
98.0,103.0,S
104.2,110.9,S
112.1,125.1,S
126.7,126.8,S
126.8,131.6,I
132.2,133.0,S
134.5,138.1,S
136.8,136.9,I
139.1,140.7,S
141.9,154.1,S
154.5,154.7,I
155.4,175.8,S
176.8,180.0,S
181.4,203.3,S
204.4,210.1,S
211.7,220.9,S
221.9,232.3,S
233.2,245.7,I
234.6,239.4,S
246.6,250.0,I
253.0,256.5,S
254.7,255.5,I
257.3,263.4,S
263.0,268.1,I
267.0,277.2,S
276.7,277.3,I
278.0,284.7,S
280.2,280.9,I
285.6,293.2,S
293.2,296.5,I
298.3,298.6,S
302.2,303.1,S
304.8,305.4,S
306.5,307.5,S
308.6,314.8,S
312.4,312.8,I
315.0,318.8,I
318.8,321.4,S
322.9,323.2,S
324.3,325.4,S
325.0,334.3,I
333.4,340.6,S
344.0,344.8,S
345.9,349.6,S
348.6,350.7,I
350.3,353.4,S
354.1,364.0,I
358.5,359.7,S
363.3,369.7,S
370.8,376.0,S
374.0,374.1,I
376.7,398.4,S
396.3,396.4,I
399.1,406.6,S
402.6,403.9,I
407.4,438.4,S
439.5,439.7,S
440.3,446.1,I
443.4,456.6,S
454.3,455.2,I
457.2,498.4,S
497.7,497.8,I
499.1,538.4,S
529.2,529.3,I
537.5,537.6,I
539.2,549.4,S
549.4,556.5,I
556.5,556.6,S
558.1,559.5,S
560.6,579.9,S
581.4,584.4,S
585.9,590.8,S
587.2,589.0,I
591.3,596.3,I
591.4,594.1,S
596.3,597.4,S
600.3,633.3,S
612.1,613.9,I
633.9,643.9,S
645.0,662.1,S
659.2,659.5,I
663.1,669.8,S
670.1,676.5,I
674.7,677.7,S
679.8,692.4,S
693.5,698.1,S
700.1,735.6,S
737.2,745.9,S
739.2,739.9,I
742.7,743.6,I
746.9,768.7,S
749.3,751.0,I
767.6,767.7,I
