start,stop,speaker
0.5,14.0,I
14.5,14.9,S
14.9,21.0,I
18.4,20.5,S
21.7,25.3,I
26.8,29.1,I
29.4,29.6,S
55.6,57.5,I
63.0,65.6,S
68.3,72.9,S
77.2,79.9,I
83.1,85.0,S
86.3,87.6,S
90.1,92.1,S
94.4,98.3,S
100.0,100.4,S
103.8,104.5,S
106.7,110.3,S
111.4,115.6,S
118.3,121.6,S
125.1,126.9,S
128.0,129.0,S
129.5,129.9,I
130.5,133.1,S
140.0,145.2,S
148.5,148.9,S
150.9,151.1,S
152.6,158.3,S
162.3,165.4,S
171.7,173.0,S
177.2,179.9,S
181.1,182.8,S
184.3,185.0,S
186.5,188.4,S
195.3,199.0,S
204.4,211.6,S
217.0,223.1,S
228.1,229.6,S
231.0,232.7,S
237.5,240.9,S
245.0,247.5,I
249.2,250.0,S
251.3,253.2,S
264.8,266.2,S
267.4,267.7,S
272.1,275.0,I
