start,stop,speaker
0.5,19.5,I
12.9,13.5,S
25.7,28.4,S
28.3,31.3,I
31.3,47.0,S
48.0,53.9,S
55.5,58.5,S
59.6,60.4,S
61.7,67.8,I
70.2,71.0,S
72.5,99.4,S
107.1,119.4,S
120.5,132.0,S
133.1,144.5,S
148.5,159.0,S
164.6,170.5,S
172.0,184.0,S
189.6,198.3,S
199.3,200.4,S
201.6,203.8,S
211.0,211.0,S
215.0,224.6,S
226.0,226.5,I
231.2,240.3,S
246.4,247.7,S
248.9,255.8,S
262.2,262.9,S
264.5,270.1,S
271.2,273.5,S
281.4,289.3,S
291.1,295.0,S
295.0,296.0,I
297.2,302.0,I
299.2,300.5,S
304.5,315.4,S
316.9,324.1,S
325.8,327.6,S
328.8,332.3,S
335.5,337.9,I
336.0,336.1,S
