start,stop,speaker
0.5,13.8,I
12.9,16.0,S
15.0,17.9,I
19.9,24.2,S
25.3,42.8,S
44.0,88.0,S
87.5,88.8,I
89.8,92.0,I
90.5,90.5,S
92.4,99.4,S
92.6,92.8,I
101.1,152.0,S
152.0,154.1,I
154.0,192.5,S
194.7,203.5,S
205.0,209.7,S
211.1,220.8,S
215.3,215.7,I
221.4,236.6,S
233.1,233.6,I
237.5,356.6,S
358.0,374.5,S
375.6,375.9,S
375.7,377.0,I
377.5,390.6,S
391.8,403.1,S
404.6,411.3,S
412.9,439.5,S
437.1,445.9,I
