start,stop,speaker
0.5,9.9,I
11.5,14.0,I
14.0,30.0,S
22.6,24.8,I
30.6,56.4,S
57.0,61.5,I
61.5,83.0,S
70.3,71.4,I
86.9,90.0,S
90.8,92.5,I
96.5,119.6,I
119.6,142.3,S
143.6,144.1,S
146.8,147.2,S
146.8,149.6,I
150.7,152.8,I
153.7,154.2,S
155.4,171.5,S
159.0,159.5,I
172.1,175.5,S
177.2,178.5,I
177.4,177.4,S
179.2,180.6,I
180.6,186.4,S
188.4,190.2,I
191.6,197.4,I
198.3,211.1,S
212.6,218.4,S
215.9,216.2,I
219.6,222.8,S
222.2,222.4,I
224.1,224.5,S
224.8,233.1,I
231.4,238.6,S
240.0,245.4,S
248.2,248.6,I
249.8,253.2,I
253.5,256.0,S
256.7,266.3,I
267.1,267.5,S
270.4,279.5,S
280.8,285.5,I
285.5,288.9,S
292.1,298.2,S
300.4,303.9,I
305.1,306.9,I
306.9,311.0,S
313.1,327.2,S
327.2,329.8,I
331.5,336.0,I
341.2,341.8,S
344.7,349.2,S
344.8,345.0,I
350.5,371.8,S
371.1,372.4,I
372.4,373.2,S
374.0,376.3,I
376.8,378.0,S
379.5,380.9,I
381.2,384.2,S
388.0,389.5,I
393.2,394.6,I
395.0,410.8,S
395.3,395.6,I
397.0,397.1,I
411.7,414.2,S
415.6,418.7,S
421.3,422.2,I
423.7,424.0,I
