start,stop,speaker
0.5,9.7,I
10.0,10.8,S
11.2,26.5,I
27.7,28.2,I
31.6,32.1,I
31.6,31.9,S
38.8,40.7,S
40.7,40.7,I
41.3,41.3,S
41.3,42.7,I
57.5,61.3,I
61.7,67.3,S
70.0,78.3,S
83.6,88.3,S
91.3,94.7,S
96.4,99.3,S
101.7,101.7,S
103.5,108.7,S
112.9,116.9,S
118.0,119.4,S
125.1,130.4,S
133.1,134.6,S
138.2,142.4,S
143.7,148.0,I
148.7,150.9,S
149.6,149.7,I
151.7,153.0,S
153.0,158.5,I
160.6,165.1,S
167.9,171.7,S
173.9,174.6,S
175.7,179.3,S
183.0,185.2,S
188.6,190.6,S
191.6,194.5,S
201.8,211.0,S
213.3,215.4,S
216.6,220.7,S
225.9,228.8,S
234.9,236.1,S
237.5,241.2,S
242.3,243.3,I
243.7,244.2,S
243.9,245.4,I
246.8,248.5,S
248.2,248.2,I
249.7,252.5,S
252.2,253.4,I
253.4,253.8,S
