start,stop,speaker
0.5,7.1,I
8.5,8.7,S
10.4,11.1,S
12.2,12.8,S
14.6,32.0,I
32.0,46.0,S
48.1,48.2,S
48.2,48.3,I
50.4,51.3,I
53.5,55.3,S
59.6,66.3,S
67.4,69.5,S
70.6,77.2,S
79.5,84.3,I
85.2,87.7,S
88.9,94.0,S
95.9,98.8,S
98.8,98.8,I
100.1,105.0,I
105.0,115.1,S
117.1,121.7,S
123.1,129.4,S
131.3,132.5,S
133.9,136.6,S
139.3,139.4,S
141.5,147.5,I
147.5,148.8,S
150.0,161.5,S
161.5,167.8,I
168.1,172.1,S
173.7,174.9,S
176.0,188.8,S
190.4,192.8,S
196.8,198.3,I
199.4,200.7,I
201.7,202.6,S
204.1,206.2,S
207.5,210.6,S
214.7,218.0,S
220.4,222.5,S
225.0,229.3,S
231.7,238.2,I
238.2,238.8,S
239.8,242.6,S
244.0,253.8,S
253.8,253.8,I
257.1,257.5,I
258.8,259.5,I
261.5,268.9,I
270.4,277.8,I
276.3,290.4,S
291.6,316.6,S
318.2,318.3,S
318.2,318.2,I
