start,stop,speaker
0.5,11.7,I
7.2,7.6,S
12.0,15.0,S
21.9,26.9,S
23.7,24.6,I
27.5,34.5,S
30.3,30.9,I
34.5,42.7,I
40.3,40.5,S
42.7,46.7,S
48.0,54.2,S
58.4,61.5,S
62.8,72.0,S
73.4,74.0,S
74.0,78.9,I
83.3,89.5,S
92.2,94.0,S
96.5,103.8,S
105.8,113.6,S
114.8,116.5,S
118.0,128.2,S
129.4,131.2,S
132.8,141.9,S
140.0,141.5,I
142.6,145.6,S
147.8,155.1,S
157.3,172.0,S
173.0,181.5,S
182.6,184.4,S
188.0,191.5,S
192.6,196.3,S
199.0,205.0,S
201.7,202.0,I
205.7,207.4,S
208.6,212.2,S
213.7,216.3,S
217.8,218.5,S
222.0,226.4,S
227.5,237.5,S
238.8,242.7,S
244.1,251.1,S
253.2,263.0,S
259.6,260.4,I
265.4,272.8,S
274.4,285.4,S
277.8,277.9,I
286.3,288.4,S
289.1,289.4,I
290.6,298.1,S
300.8,307.8,S
310.6,316.2,S
318.7,320.5,S
322.6,323.1,S
325.4,342.1,S
343.3,344.3,S
345.5,348.5,S
350.9,355.3,S
357.0,360.6,S
362.4,368.1,S
367.7,371.7,I
