start,stop,speaker
1.5,10.2,I
13.2,19.3,S
17.1,18.0,I
19.2,20.8,I
20.5,20.9,S
23.3,24.7,S
25.9,33.3,S
28.0,28.9,I
35.2,35.8,I
37.9,43.6,I
46.1,46.5,I
46.5,47.1,S
49.1,52.3,S
52.3,54.3,I
58.4,62.0,S
61.7,63.2,I
66.1,69.4,S
70.4,71.4,S
74.0,80.6,S
83.0,86.1,S
83.1,89.5,I
93.3,94.0,I
94.0,94.3,S
97.7,98.5,S
101.2,104.1,S
104.4,104.7,I
110.6,112.4,S
117.3,118.6,S
120.6,121.0,I
122.6,126.5,I
135.3,136.6,S
143.6,147.6,S
152.5,155.5,I
157.4,157.7,I
159.8,161.4,I
164.7,167.4,S
167.8,169.2,I
175.0,176.5,I
176.5,177.1,S
179.4,179.7,S
182.2,183.3,I
183.3,189.4,S
185.3,193.5,I
197.0,197.8,S
197.0,199.4,I
202.6,207.9,S
209.9,214.5,S
215.6,218.8,I
222.5,229.2,S
223.9,224.0,I
233.0,237.0,S
238.7,238.8,I
238.8,238.9,S
240.9,245.1,S
248.9,251.3,S
251.5,251.9,I
254.1,262.4,I
264.0,270.1,I
266.7,278.5,S
279.5,305.3,S
289.4,289.4,I
306.7,315.7,S
314.6,316.4,I
316.6,329.6,S
331.2,334.0,I
336.5,338.2,I
337.1,342.0,S
343.3,346.4,S
347.8,357.4,S
359.1,359.3,S
360.4,361.5,S
360.8,362.0,I
