start,stop,speaker
0.5,3.6,I
4.2,17.4,S
12.6,13.5,I
18.4,18.5,S
18.5,23.0,I
23.0,44.4,S
29.5,30.5,I
43.2,45.5,I
51.4,52.4,I
53.5,56.5,I
55.5,56.0,S
61.9,70.5,I
66.2,66.4,S
75.7,76.5,S
77.6,98.2,S
98.2,98.5,I
100.0,103.5,I
103.5,103.8,S
104.8,105.5,S
108.1,110.5,S
111.9,112.7,I
117.9,142.9,S
142.9,144.9,I
150.4,152.5,I
159.5,163.0,I
164.7,167.8,S
169.2,173.2,S
175.6,179.4,I
180.0,183.8,S
185.8,187.2,S
188.5,204.9,S
206.3,206.7,I
210.5,212.0,I
216.0,224.5,S
229.9,229.9,I
229.9,230.4,S
231.5,232.2,S
234.6,242.5,S
243.5,257.9,S
257.9,258.0,I
263.4,266.0,I
266.0,269.1,S
275.5,277.3,I
278.5,279.9,S
279.9,283.2,I
281.3,288.4,S
288.4,288.5,I
293.7,303.4,I
303.4,317.7,S
319.0,319.9,S
320.7,325.4,I
324.6,325.0,S
326.2,326.5,I
326.5,330.8,S
332.0,338.7,S
339.8,340.0,S
