start,stop,speaker
0.5,15.9,I
14.7,18.7,S
19.1,19.6,I
19.5,23.4,S
23.7,24.0,I
25.5,39.6,S
40.0,48.0,I
49.3,49.4,I
49.4,61.4,S
61.7,61.9,I
62.3,71.9,S
72.2,73.1,I
72.6,77.3,S
77.5,77.9,I
78.5,85.3,S
86.4,89.8,S
90.0,92.8,I
91.5,96.7,S
96.7,97.1,I
98.7,102.0,I
102.0,104.0,S
104.8,105.3,I
105.9,110.3,S
110.8,111.8,I
112.9,114.1,I
114.6,129.3,S
131.2,136.4,I
138.6,138.7,I
138.7,141.8,S
142.4,142.7,I
143.0,143.3,S
146.5,150.8,I
148.5,162.8,S
163.1,165.4,I
164.5,170.4,S
170.8,171.2,I
171.5,172.1,S
173.8,180.9,S
180.3,180.6,I
182.5,184.5,I
183.5,184.9,S
185.2,194.2,I
194.2,194.9,S
196.2,203.2,S
203.4,203.5,I
204.4,215.1,S
215.2,221.9,I
221.7,223.5,S
224.7,226.0,S
227.6,229.0,S
229.4,231.9,I
229.8,230.0,S
231.3,239.2,S
240.9,250.4,S
251.3,251.9,I
251.9,259.7,S
252.8,254.0,I
260.3,266.7,S
267.8,269.6,S
269.8,270.2,I
270.7,273.0,S
274.2,275.7,S
276.8,280.1,S
281.5,285.2,I
281.6,282.0,S
284.4,288.1,S
288.4,289.3,I
288.8,291.3,S
293.5,298.1,I
298.6,299.7,S
300.3,301.8,I
302.8,302.9,I
302.9,303.8,S
307.3,308.5,S
308.8,309.2,I
309.3,314.3,S
316.1,321.5,S
321.5,324.6,I
325.9,330.1,I
328.4,329.3,S
330.6,331.8,S
332.1,333.9,I
334.3,356.1,S
356.3,356.5,I
358.0,362.4,S
360.2,360.5,I
362.9,363.5,I
364.1,371.4,S
371.7,372.2,I
373.3,375.4,I
376.5,386.1,I
379.6,379.9,S
384.4,389.3,S
389.3,391.5,I
390.6,396.0,S
394.9,399.4,I
397.2,397.4,S
400.3,403.4,I
403.4,431.3,S
431.3,435.9,I
435.9,443.2,S
442.8,448.0,I
448.4,453.9,S
455.5,460.0,S
461.1,472.3,S
461.4,462.7,I
464.9,465.0,I
468.7,468.7,I
472.7,472.9,I
473.1,474.0,S
