start,stop,speaker
0.5,14.6,I
11.4,12.5,S
15.9,16.4,I
16.4,19.0,S
17.9,19.8,I
21.2,31.3,I
32.3,34.8,I
37.8,39.1,S
40.1,42.0,S
43.6,51.1,S
58.6,63.1,S
64.7,66.5,S
69.4,71.5,S
72.6,77.1,S
78.9,83.4,S
90.6,93.6,S
94.7,97.6,S
98.7,99.5,S
99.2,99.5,I
101.9,106.6,I
107.8,108.0,I
108.0,114.4,S
115.7,132.4,S
139.3,152.6,S
153.9,159.0,S
160.3,163.7,S
169.8,170.9,S
174.3,182.1,S
176.7,176.8,I
187.6,190.4,S
192.8,199.9,S
201.7,204.2,S
206.8,215.9,S
217.3,219.4,S
221.4,224.9,S
227.4,228.5,I
233.9,242.1,S
244.7,245.9,S
245.9,251.0,I
251.0,254.8,S
258.1,260.5,S
262.3,267.3,S
269.5,278.3,S
287.6,295.2,S
296.9,298.9,S
299.9,308.5,S
309.9,316.0,S
322.9,324.1,S
325.3,326.4,S
327.6,332.2,S
333.8,338.9,S
338.9,348.1,I
339.8,340.1,S
348.1,349.6,S
352.0,364.0,S
366.6,368.1,S
369.9,374.3,S
378.4,382.4,S
390.6,392.0,S
393.7,399.1,S
401.1,403.3,S
405.8,421.3,S
430.9,432.2,S
433.6,435.5,S
437.3,446.1,S
447.7,450.5,S
463.5,465.0,S
466.1,466.8,S
470.3,476.5,S
478.2,480.2,S
484.7,486.9,S
488.2,491.3,S
492.7,495.3,S
497.0,500.9,S
504.7,513.0,I
507.4,508.0,S
