start,stop,speaker
1.7,2.1,I
6.5,17.3,I
18.3,22.3,I
24.8,54.0,I
57.3,62.3,I
64.0,66.1,I
71.5,78.1,I
79.9,80.2,I
82.6,83.0,I
84.6,90.0,I
91.3,98.8,I
100.0,102.1,I
103.2,106.1,I
107.3,109.6,I
110.7,119.2,I
121.9,129.4,I
131.5,135.1,I
137.2,138.8,I
139.9,148.3,I
149.4,156.3,I
159.0,159.6,I
160.6,163.9,I
165.4,167.4,I
168.9,176.8,I
179.5,182.9,I
184.2,191.0,I
194.0,194.6,I
196.4,200.0,I
204.0,209.2,I
213.5,224.5,I
229.0,233.5,I
237.0,238.5,I
239.9,240.6,I
241.6,245.5,I
246.9,256.1,I
258.0,275.6,I
277.1,280.7,I
283.9,302.1,I
303.9,318.3,I
319.4,320.9,I
322.7,329.5,I
330.8,339.5,I
345.5,369.0,I
370.8,389.2,I
390.3,400.5,I
406.0,422.1,I
423.6,427.0,I
