start,stop,speaker
0.5,9.5,I
9.2,9.3,S
10.4,17.1,S
18.5,19.9,S
20.1,20.7,I
20.5,25.5,S
23.1,23.4,I
25.3,36.3,I
36.3,44.4,S
40.6,42.2,I
45.9,50.3,S
48.9,49.2,I
50.5,51.9,I
51.2,57.1,S
53.4,55.1,I
56.2,59.0,I
58.1,66.4,S
66.2,68.8,I
68.8,70.2,S
70.2,74.2,I
72.0,86.0,S
85.5,86.5,I
86.5,103.3,S
104.0,105.2,I
105.4,106.6,S
107.2,109.3,I
108.2,119.3,S
119.3,124.7,I
126.4,126.5,I
126.5,127.3,S
129.9,141.5,S
139.5,140.4,I
142.2,147.6,S
147.8,148.3,I
148.4,149.6,S
151.0,157.6,S
158.1,160.4,I
158.7,159.4,S
161.4,164.3,I
165.7,168.3,I
169.5,173.2,I
173.2,192.0,S
193.7,196.5,S
195.6,199.9,I
199.9,201.9,S
203.2,206.5,S
207.8,210.9,S
213.5,232.3,S
232.3,233.3,I
233.0,235.1,S
234.9,236.1,I
237.3,241.3,I
243.0,243.7,S
245.9,249.4,S
249.2,254.4,I
252.2,255.7,S
257.0,260.3,S
262.6,273.4,S
274.4,288.7,S
288.7,290.0,I
291.1,295.5,I
293.2,304.5,S
301.6,301.9,I
305.4,306.7,S
305.8,306.5,I
307.8,308.8,S
310.7,316.4,S
317.4,331.2,S
317.6,318.4,I
331.8,335.9,S
335.7,337.2,I
337.7,344.8,S
337.8,338.3,I
347.0,352.6,I
352.6,352.6,S
353.7,353.7,I
353.7,360.7,S
362.1,363.5,S
367.5,387.1,S
388.5,389.3,S
389.8,392.9,I
392.1,392.9,S
393.5,398.2,I
398.2,405.9,S
406.9,424.8,S
426.6,430.2,S
431.7,441.0,S
442.2,446.3,S
446.9,448.8,I
448.7,453.0,S
456.8,462.4,I
463.9,465.9,I
466.2,466.4,S
467.8,468.0,I
