start,stop,speaker
0.5,10.9,I
11.4,12.1,S
13.8,36.5,S
17.4,17.8,I
37.5,38.5,S
40.6,56.0,S
59.2,67.5,I
67.5,67.9,S
70.8,73.2,S
75.8,78.7,S
81.1,97.4,S
98.9,103.3,S
104.6,109.3,I
109.3,110.7,S
110.1,110.7,I
111.5,113.5,S
114.9,120.5,I
120.0,121.5,S
130.6,137.6,S
136.2,136.8,I
138.5,140.6,S
141.7,164.9,S
161.8,161.9,I
175.8,176.2,I
177.3,182.6,I
183.9,185.2,S
189.6,191.8,S
196.5,197.8,S
201.1,206.0,S
207.9,210.6,S
213.4,217.6,S
216.7,225.8,I
224.1,224.4,S
226.1,231.1,S
231.7,235.5,I
235.5,236.5,S
236.5,236.6,I
237.8,251.1,S
248.9,249.8,I
252.1,265.6,S
266.9,270.1,S
275.0,282.0,I
283.3,283.7,S
298.2,300.0,S
302.0,303.3,S
311.5,320.3,S
322.4,325.7,S
327.0,327.2,I
327.2,328.1,S
328.9,330.6,I
331.7,331.7,I
332.8,339.5,I
342.3,350.0,S
351.5,359.9,S
359.3,359.4,I
362.2,362.5,S
364.8,366.9,S
368.1,369.0,I
373.5,378.9,I
378.5,382.8,S
379.9,379.9,I
383.2,383.9,I
383.9,387.5,S
390.5,391.7,I
393.2,396.5,S
397.5,401.3,I
401.3,406.5,S
403.8,404.4,I
407.5,408.4,S
408.8,418.9,I
417.3,431.1,S
427.5,427.6,I
432.6,435.4,S
435.4,436.5,I
436.6,444.9,S
444.9,451.4,I
452.8,477.2,I
478.4,511.7,S
513.8,516.7,S
518.5,529.6,S
529.6,541.9,I
