start,stop,speaker
0.5,7.8,I
9.1,9.1,I
9.1,13.6,S
13.9,14.4,I
15.3,21.2,S
21.5,22.1,I
22.0,22.0,S
23.0,25.2,S
25.6,25.9,I
26.1,33.3,S
34.6,44.3,S
40.7,40.9,I
44.9,49.0,S
50.5,50.7,I
52.2,54.2,I
52.5,66.4,S
66.8,67.3,I
67.4,71.0,S
72.7,83.1,S
84.6,90.3,S
90.3,90.6,I
91.7,95.7,I
96.8,96.9,I
96.9,105.2,S
107.2,119.1,S
119.3,119.7,I
120.5,125.6,S
126.9,127.2,S
127.0,127.3,I
128.3,129.7,I
131.0,133.8,S
134.0,134.1,I
134.5,134.9,S
136.0,143.4,S
144.8,147.5,S
148.9,150.2,S
151.4,154.5,S
155.8,165.3,S
166.3,178.9,S
178.4,186.6,I
182.8,183.0,S
186.6,186.7,S
187.2,187.3,I
187.3,188.4,S
188.7,188.9,I
193.4,194.7,I
194.7,194.9,S
196.4,208.3,S
209.7,212.8,S
214.0,229.6,S
226.5,226.5,I
230.4,231.8,S
233.2,243.3,S
237.8,237.8,I
243.6,244.5,I
244.7,252.0,S
253.4,257.5,S
258.7,270.3,S
274.2,277.8,I
279.5,287.7,I
289.1,289.1,I
289.1,291.1,S
290.9,291.8,I
291.8,314.5,S
316.1,317.0,I
317.0,352.7,S
353.8,354.3,S
355.5,365.7,S
366.8,371.7,S
372.5,372.8,I
372.6,373.5,S
373.5,377.9,I
377.9,391.8,S
392.8,406.4,S
392.9,393.2,I
407.2,413.5,S
413.5,413.6,I
414.3,414.3,S
414.3,417.2,I
418.2,425.8,I
425.8,433.2,S
434.8,440.4,S
441.5,445.9,S
448.3,449.2,S
451.9,458.4,S
457.9,459.8,I
461.6,462.5,I
461.9,477.0,S
479.2,488.9,I
480.9,481.4,S
482.5,483.1,S
488.9,500.4,S
501.5,510.0,S
510.1,510.6,I
511.1,521.1,S
522.7,526.3,S
527.6,533.7,S
534.8,542.7,S
543.7,556.5,S
556.8,557.2,I
557.4,561.6,S
562.7,571.7,S
571.7,572.0,I
573.5,575.6,S
575.0,575.9,I
576.3,577.7,S
578.1,578.4,I
578.6,592.1,S
592.1,592.2,I
594.1,596.9,I
596.9,619.4,S
620.2,620.5,I
621.6,625.6,I
625.0,631.7,S
628.7,629.1,I
632.6,634.7,S
635.0,635.3,I
635.5,655.3,S
650.8,651.0,I
655.9,656.5,I
656.1,658.5,S
660.5,661.9,I
