start,stop,speaker
0.5,17.5,I
22.0,24.9,I
25.4,26.7,S
27.4,29.7,I
29.7,31.3,S
30.5,35.2,I
37.5,40.4,S
41.6,42.7,S
43.7,45.1,S
45.3,47.8,I
52.4,55.9,S
56.2,61.6,I
62.2,66.8,S
68.3,72.8,S
74.3,75.5,S
78.9,80.5,S
81.3,91.1,I
84.8,84.8,S
89.0,90.3,S
94.2,97.5,S
98.6,102.0,S
103.7,106.3,S
107.2,109.2,I
109.5,111.9,S
111.6,114.7,I
114.9,125.7,S
128.3,130.1,S
131.2,135.8,S
137.2,138.9,S
138.9,140.3,I
141.4,145.6,S
147.9,150.2,S
151.9,152.6,S
155.3,161.9,S
167.5,169.8,S
171.5,171.8,S
174.2,175.2,S
178.5,180.8,S
179.7,184.2,I
184.8,187.3,S
189.3,189.3,I
189.3,192.1,S
194.5,212.0,S
208.6,210.0,I
218.1,222.7,S
223.2,223.5,I
226.0,232.7,I
234.0,253.3,S
253.7,258.0,I
254.0,255.2,S
257.7,276.6,S
277.5,278.2,I
280.0,284.1,S
286.5,290.5,S
291.5,291.9,S
292.6,292.8,I
293.0,293.7,S
293.7,295.2,I
295.2,295.3,S
298.4,303.2,S
304.2,309.1,S
310.0,310.8,I
311.1,311.4,S
314.4,314.7,S
315.0,318.0,I
317.0,317.9,S
