start,stop,speaker
0.5,23.0,I
4.2,4.8,S
14.5,15.0,S
16.7,17.7,S
23.7,32.0,S
30.0,30.6,I
32.7,36.1,S
37.2,40.0,S
40.7,41.0,I
41.2,44.8,S
43.6,46.4,I
47.0,56.4,S
57.7,68.9,S
65.3,65.3,I
70.4,79.8,S
76.2,76.5,I
80.6,82.3,S
81.0,81.0,I
83.5,90.8,S
90.2,90.6,I
91.6,92.7,S
95.4,99.7,S
101.4,107.6,S
109.4,116.4,S
118.6,122.5,S
123.0,123.2,I
124.3,126.3,S
127.3,130.0,S
127.5,127.6,I
128.8,129.5,I
132.3,135.1,S
136.4,139.2,S
141.6,146.8,S
148.8,150.6,S
154.3,156.9,S
155.3,157.9,I
159.1,164.0,S
164.5,165.3,I
164.8,166.1,S
