start,stop,speaker
0.5,3.8,I
3.8,4.2,S
4.5,9.7,I
11.0,11.6,S
12.6,17.4,S
20.5,25.1,I
27.1,31.7,S
31.7,32.1,I
32.4,33.3,S
33.8,35.5,I
35.5,38.0,S
37.1,38.7,I
38.7,39.8,S
42.3,44.5,S
45.5,47.6,S
49.2,51.5,S
52.3,53.7,I
53.7,54.5,S
54.5,55.5,I
56.4,58.0,S
59.7,65.5,S
66.5,74.3,S
75.8,79.1,S
78.3,78.5,I
79.9,81.4,S
82.5,85.1,S
88.6,92.2,S
93.5,95.6,S
99.6,100.9,I
102.7,104.7,I
105.9,106.7,S
107.2,114.5,I
108.1,108.9,S
110.8,110.9,S
114.9,115.7,S
115.7,121.4,I
122.5,123.0,I
124.1,124.6,I
125.6,129.3,I
131.4,135.9,S
138.0,145.6,S
147.1,150.4,I
151.4,155.4,S
157.0,165.8,I
160.1,160.3,S
167.7,171.9,S
172.5,175.8,I
182.5,184.3,I
187.2,187.4,S
188.5,190.1,I
195.2,199.6,S
201.0,207.3,S
208.9,211.4,S
213.5,215.2,S
217.3,223.0,S
224.1,228.2,S
229.3,233.0,I
235.3,236.3,S
239.1,241.0,S
241.3,242.0,I
242.8,245.4,S
248.2,250.4,S
251.6,256.3,S
255.6,256.0,I
258.7,267.2,I
271.0,274.0,S
274.0,274.9,I
274.9,284.4,S
286.7,290.4,S
291.5,292.5,S
294.7,296.2,S
297.5,299.3,S
300.8,303.0,S
303.0,307.4,I
310.0,311.7,S
314.4,315.8,S
317.3,320.0,S
322.7,327.8,S
332.6,337.0,I
340.0,342.0,S
343.6,344.3,S
344.7,347.5,I
347.6,349.9,S
352.9,356.5,S
357.9,359.2,S
360.7,363.2,I
364.9,367.3,S
368.6,382.2,S
384.9,386.7,S
387.2,387.6,I
388.6,394.6,S
397.3,399.1,S
400.7,402.8,S
405.1,406.9,S
408.6,410.2,S
413.1,415.5,I
416.6,417.4,I
420.3,449.6,I
450.6,453.3,I
454.8,459.6,I
461.8,461.8,I
461.8,470.7,S
463.2,463.5,I
468.4,468.8,I
471.3,474.9,I
471.4,471.5,S
475.2,476.3,S
477.3,478.2,S
479.2,479.3,S
479.3,480.0,I
480.0,481.7,S
483.6,485.9,I
486.9,503.8,S
505.6,512.9,S
514.2,514.7,I
515.4,515.6,S
516.8,517.2,I
517.2,519.0,S
520.8,524.3,S
522.1,522.4,I
526.3,527.2,I
528.3,536.6,S
531.9,532.5,I
537.4,539.6,S
539.1,544.0,I
