start,stop,speaker
0.5,11.4,I
13.9,16.3,I
17.3,19.5,I
24.5,35.9,S
37.4,38.8,S
39.9,45.7,S
46.8,54.6,S
55.9,66.8,S
67.9,81.1,S
74.7,74.7,I
81.8,90.8,S
92.2,98.1,S
99.1,102.1,S
103.8,119.9,S
122.4,123.6,S
125.4,130.7,S
125.4,125.5,I
131.3,143.0,S
144.1,149.0,S
150.1,155.4,S
156.5,160.6,S
161.7,162.3,S
164.1,168.0,S
