start,stop,speaker
0.5,21.2,I
16.3,16.6,S
22.3,24.5,S
23.6,29.8,I
30.0,33.2,S
34.6,41.7,S
43.8,44.7,S
46.7,51.3,S
49.9,50.0,I
52.6,53.9,S
55.2,57.0,S
58.2,62.3,S
63.9,64.7,S
66.1,76.0,S
78.2,79.2,S
80.7,87.6,S
90.8,99.0,S
96.5,96.9,I
102.4,106.2,S
108.5,112.8,S
115.5,119.2,S
120.5,122.0,S
123.0,124.9,S
129.5,131.6,S
132.6,132.9,I
136.3,148.7,S
151.1,157.2,S
160.6,160.8,S
161.8,163.4,S
164.5,169.0,S
164.7,165.0,I
